home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,city,neutral_location,shoot_out,home_team_result
Senegal,Guinea,Africa,Africa,58,62,2,1,African Cup of Nations,Sousse,TRUE,No,Win
Zambia,Sierra Leone,Africa,Africa,22,73,0,0,African Cup of Nations,Sousse,TRUE,No,Draw
Malta,Slovakia,Europe,Europe,78,60,1,2,Friendly,Attard,FALSE,No,Lose
Nigeria,Egypt,Africa,Africa,18,25,0,0,African Cup of Nations,Tunis,TRUE,No,Draw
Ghana,Senegal,Africa,Africa,31,58,1,0,African Cup of Nations,Sousse,TRUE,No,Win
Zambia,Côte d'Ivoire,Africa,Africa,22,28,1,0,African Cup of Nations,Sousse,TRUE,No,Win
Egypt,Mali,Africa,Africa,25,57,0,1,African Cup of Nations,Tunis,TRUE,No,Lose
Ghana,Côte d'Ivoire,Africa,Africa,31,28,1,2,African Cup of Nations,Sousse,TRUE,No,Lose
Zambia,Senegal,Africa,Africa,22,58,1,0,African Cup of Nations,Sousse,TRUE,No,Win
Hungary,Slovenia,Europe,Europe,52,123,0,1,Friendly,Szombathely,FALSE,No,Lose
Nigeria,Côte d'Ivoire,Africa,Africa,18,28,2,2,African Cup of Nations,Tunis,TRUE,Yes,Win
Zambia,Mali,Africa,Africa,22,57,4,0,African Cup of Nations,Tunis,TRUE,No,Win
Cayman Islands,Haiti,North America,North America,140,147,2,3,CFU Caribbean Cup,San Fernando,TRUE,No,Lose
Colombia,Bolivia,South America,South America,20,56,0,1,Friendly,Villavicencio,FALSE,No,Lose
Suriname,Cayman Islands,South America,North America,109,140,2,0,CFU Caribbean Cup,San Fernando,TRUE,No,Win
Côte d'Ivoire,Mali,Africa,Africa,28,57,3,1,African Cup of Nations,Tunis,TRUE,No,Win
Nigeria,Zambia,Africa,Africa,18,22,2,1,African Cup of Nations,Tunis,TRUE,No,Win
Suriname,Haiti,South America,North America,109,147,1,1,CFU Caribbean Cup,San Fernando,TRUE,No,Draw
Poland,Saudi Arabia,Europe,Asia,24,36,1,0,Friendly,Cannes,TRUE,No,Win
Trinidad and Tobago,Suriname,South America,South America,93,109,3,2,CFU Caribbean Cup,Port of Spain,FALSE,No,Win
Oman,Bulgaria,Asia,Europe,83,23,1,1,Friendly,Muscat,FALSE,No,Draw
Colombia,Nigeria,South America,Africa,20,18,1,0,Friendly,Armenia,FALSE,No,Win
Tunisia,Saudi Arabia,Africa,Asia,32,36,2,0,Friendly,Tunis,FALSE,No,Win
Argentina,Morocco,South America,Africa,10,26,3,1,Friendly,Salta,FALSE,No,Win
Austria,Scotland,Europe,Europe,36,31,1,2,Friendly,Vienna,FALSE,No,Lose
Denmark,Hungary,Europe,Europe,6,53,3,1,Friendly,Copenhagen,FALSE,No,Win
Iceland,Saudi Arabia,Europe,Asia,43,34,0,2,Friendly,Toulon,TRUE,No,Lose
Lithuania,Israel,Europe,Europe,87,52,1,1,Friendly,Vilnius,FALSE,No,Draw
Netherlands,Republic of Ireland,Europe,Europe,8,17,0,1,Friendly,Tilburg,FALSE,No,Lose
Northern Ireland,Liechtenstein,Europe,Europe,35,160,4,1,UEFA Euro qualification,Belfast,FALSE,No,Win
Norway,Portugal,Europe,Europe,3,22,0,0,Friendly,Oslo,FALSE,No,Draw
Romania,Bolivia,Europe,South America,11,47,3,0,Friendly,Bucharest,FALSE,No,Win
Slovakia,Croatia,Europe,Europe,54,103,4,1,Friendly,Bratislava,FALSE,No,Win
Switzerland,Czech Republic,Europe,Europe,4,63,3,0,Friendly,Zürich,FALSE,No,Win
Turkey,Russia,Europe,Europe,57,12,0,1,Friendly,Bursa,FALSE,No,Lose
Wales,Sweden,Europe,Europe,32,9,0,2,Friendly,Wrexham,FALSE,No,Lose
Eswatini,Mozambique,Africa,Africa,100,118,0,1,Friendly,Mbabane,FALSE,No,Lose
South Africa,Zimbabwe,Africa,Africa,92,41,1,0,Friendly,Mafikeng,FALSE,No,Win
USA,Iceland,North America,Europe,23,43,1,2,Friendly,Chula Vista,FALSE,No,Lose
Greece,Saudi Arabia,Europe,Asia,37,34,5,1,Friendly,Athens,FALSE,No,Win
Slovenia,Cyprus,Europe,Europe,117,71,3,0,Friendly,Maribor,FALSE,No,Win
United Arab Emirates,Germany,Asia,Europe,56,2,0,2,Friendly,Abu Dhabi,FALSE,No,Lose
Kuwait,Bulgaria,Asia,Europe,62,25,2,2,Friendly,Kuwait City,FALSE,No,Draw
USA,Chile,North America,South America,23,46,0,2,Friendly,Albuquerque,FALSE,No,Lose
Korea Republic,Cameroon,Asia,Africa,40,27,2,2,Friendly,Seoul,FALSE,No,Draw
Colombia,Peru,South America,South America,20,72,1,0,Friendly,Miami,TRUE,No,Win
El Salvador,Honduras,North America,North America,73,51,3,1,Friendly,Miami,TRUE,No,Win
Korea Republic,Cameroon,Asia,Africa,40,27,2,1,Friendly,Changwon,FALSE,No,Win
Bolivia,Saudi Arabia,South America,Asia,47,34,1,0,Friendly,Cannes,TRUE,No,Win
Brazil,Iceland,South America,Europe,1,43,3,0,Friendly,Florianópolis,FALSE,No,Win
Poland,Hungary,Europe,Europe,28,53,3,2,Friendly,Cracow,FALSE,No,Win
Colombia,El Salvador,South America,North America,20,73,3,0,Friendly,Miami,TRUE,No,Win
Honduras,Peru,North America,South America,51,72,2,1,Friendly,Miami,TRUE,No,Win
Sweden,Nigeria,Europe,Africa,9,5,3,1,Friendly,Solna,FALSE,No,Win
USA,Estonia,North America,Europe,23,115,4,0,Friendly,Fullerton,FALSE,No,Win
Greece,Cameroon,Europe,Africa,37,27,0,3,Friendly,Piraeus,FALSE,No,Lose
Bolivia,Cameroon,South America,Africa,47,27,1,1,Friendly,Piraeus,TRUE,No,Draw
Greece,Bolivia,Europe,South America,37,47,0,0,Friendly,Piraeus,FALSE,No,Draw
Nigeria,Suriname,Africa,South America,5,110,2,1,Friendly,Amsterdam,TRUE,No,Win
England,Greece,Europe,Europe,15,32,5,0,Friendly,London,FALSE,No,Win
Poland,Austria,Europe,Europe,27,41,3,4,Friendly,Katowice,FALSE,No,Lose
Chile,Argentina,South America,South America,40,6,3,3,Friendly,Santiago,FALSE,No,Draw
Hungary,Croatia,Europe,Europe,49,102,2,2,Friendly,Győr,FALSE,No,Draw
Iceland,Bolivia,Europe,South America,39,43,1,0,Friendly,Reykjavík,FALSE,No,Win
England,Norway,Europe,Europe,15,4,0,0,Friendly,London,FALSE,No,Draw
Japan,Australia,Asia,Oceania,54,44,1,1,Kirin Cup,Hiroshima,FALSE,No,Draw
Estonia,Wales,Europe,Europe,113,36,1,2,Friendly,Tallinn,FALSE,No,Lose
Fiji,Tahiti,Oceania,Oceania,110,146,2,2,Friendly,Suva,FALSE,No,Draw
Republic of Ireland,Bolivia,Europe,South America,12,43,1,0,Friendly,Dublin,FALSE,No,Win
Chile,Peru,South America,South America,40,69,2,1,Friendly,Santiago,FALSE,No,Win
Czech Republic,Lithuania,Europe,Europe,59,88,5,3,Friendly,Ostrava,FALSE,No,Win
Ecuador,Argentina,South America,South America,47,6,1,0,Friendly,Guayaquil,FALSE,No,Win
Fiji,Tahiti,Oceania,Oceania,110,146,2,0,Friendly,Lautoka,FALSE,No,Win
Ukraine,Belarus,Europe,Europe,93,142,3,1,Friendly,Kyiv,FALSE,No,Win
USA,Saudi Arabia,North America,Asia,23,35,0,0,Friendly,Piscataway,FALSE,No,Draw
Australia,France,Oceania,Europe,44,17,0,1,Kirin Cup,Kobe,TRUE,No,Lose
Denmark,Sweden,Europe,Europe,5,3,1,0,Friendly,Copenhagen,FALSE,No,Win
Italy,Finland,Europe,Europe,16,38,2,0,Friendly,Parma,FALSE,No,Win
Netherlands,Scotland,Europe,Europe,11,26,3,1,Friendly,Utrecht,FALSE,No,Win
Switzerland,Liechtenstein,Europe,Europe,8,158,2,0,Friendly,Basel,FALSE,No,Win
USA,Greece,North America,Europe,23,32,1,1,Friendly,New Haven,FALSE,No,Draw
Germany,Republic of Ireland,Europe,Europe,2,12,0,2,Friendly,Hanover,FALSE,No,Lose
Japan,France,Asia,Europe,54,17,1,4,Kirin Cup,Tokyo,FALSE,No,Lose
Russia,Slovakia,Europe,Europe,20,45,2,1,Friendly,Moscow,FALSE,No,Win
Israel,Argentina,Europe,South America,52,6,0,3,Friendly,Ramat-Gan,FALSE,No,Lose
Canada,Morocco,North America,Africa,58,30,1,1,Friendly,Montréal,FALSE,No,Draw
North Macedonia,Estonia,Europe,Europe,147,113,2,0,Friendly,Skopje,FALSE,No,Win
Netherlands,Hungary,Europe,Europe,11,49,7,1,Friendly,Eindhoven,FALSE,No,Win
Norway,Denmark,Europe,Europe,4,5,2,1,Friendly,Oslo,FALSE,No,Win
Romania,Slovenia,Europe,Europe,10,87,0,0,Friendly,Bucharest,FALSE,No,Draw
Austria,Germany,Europe,Europe,41,2,1,5,Friendly,Vienna,FALSE,No,Lose
Finland,Spain,Europe,Europe,38,9,1,2,Friendly,Tampere,FALSE,No,Lose
Latvia,Malta,Europe,Europe,91,74,2,0,Friendly,Riga,FALSE,No,Win
Bulgaria,Ukraine,Europe,Europe,29,93,1,1,Friendly,Sofia,FALSE,No,Draw
Colombia,Northern Ireland,South America,Europe,18,33,2,0,Friendly,Foxborough,TRUE,No,Win
Italy,Switzerland,Europe,Europe,16,8,1,0,Friendly,Rome,FALSE,No,Win
Croatia,Argentina,Europe,South America,102,6,0,0,Friendly,Zagreb,FALSE,No,Draw
Trinidad and Tobago,Saudi Arabia,South America,Asia,85,35,2,3,Friendly,Pomona,TRUE,No,Lose
USA,Mexico,North America,North America,23,13,1,0,Friendly,Pasadena,FALSE,No,Win
Canada,Brazil,North America,South America,58,1,1,1,Friendly,Edmonton,FALSE,No,Draw
Colombia,Greece,South America,Europe,18,32,2,0,Friendly,East Rutherford,TRUE,No,Win
Ecuador,Korea Republic,South America,Asia,47,37,2,1,Friendly,Wakefield,TRUE,No,Win
Republic of Ireland,Czech Republic,Europe,Europe,12,59,1,3,Friendly,Dublin,FALSE,No,Lose
Côte d'Ivoire,Liberia,Africa,Africa,21,135,4,1,Friendly,Abidjan,FALSE,No,Win
Sweden,Norway,Europe,Europe,3,4,2,0,Friendly,Solna,FALSE,No,Win
Australia,South Africa,Oceania,Africa,44,78,1,0,Friendly,Adelaide,FALSE,No,Win
Belgium,Hungary,Europe,Europe,34,49,3,1,Friendly,Brussels,FALSE,No,Win
Bolivia,Peru,South America,South America,43,69,0,0,Friendly,Santa Cruz,FALSE,No,Draw
Canada,Germany,North America,Europe,58,2,0,2,Friendly,Toronto,FALSE,No,Lose
Honduras,Brazil,North America,South America,51,1,2,8,Friendly,San Diego,TRUE,No,Lose
Canada,Spain,North America,Europe,58,9,0,2,Friendly,Montréal,FALSE,No,Lose
Bolivia,Switzerland,South America,Europe,43,8,0,0,Friendly,Montréal,TRUE,No,Draw
Costa Rica,Italy,North America,Europe,50,16,0,1,Friendly,New Haven,TRUE,No,Lose
Honduras,Korea Republic,North America,Asia,51,37,0,3,Friendly,Duncanville,TRUE,No,Lose
Mexico,Northern Ireland,North America,Europe,13,33,3,0,Friendly,Miami,TRUE,No,Win
Nigeria,Georgia,Africa,Europe,7,129,5,1,Friendly,Ibadan,FALSE,No,Win
Australia,South Africa,Oceania,Africa,44,78,1,0,Friendly,Sydney,FALSE,No,Win
Canada,Netherlands,North America,Europe,58,11,0,3,Friendly,Toronto,FALSE,No,Lose
El Salvador,Brazil,North America,South America,70,1,0,4,Friendly,Fresno,TRUE,No,Lose
Romania,Sweden,Europe,Europe,10,3,1,1,Friendly,Mission Viejo,TRUE,No,Draw
Germany,Bolivia,Europe,South America,1,43,1,0,FIFA World Cup,Chicago,TRUE,No,Win
Spain,Korea Republic,Europe,Asia,5,37,2,2,FIFA World Cup,Dallas,TRUE,No,Draw
Colombia,Romania,South America,Europe,17,7,1,3,FIFA World Cup,Pasadena,TRUE,No,Lose
Italy,Republic of Ireland,Europe,Europe,4,14,0,1,FIFA World Cup,East Rutherford,TRUE,No,Lose
USA,Switzerland,North America,Europe,23,12,1,1,FIFA World Cup,Pontiac,FALSE,No,Draw
Belgium,Morocco,Europe,Africa,27,28,1,0,FIFA World Cup,Orlando,TRUE,No,Win
Cameroon,Sweden,Africa,Europe,24,10,2,2,FIFA World Cup,Pasadena,TRUE,No,Draw
Norway,Mexico,Europe,North America,6,16,1,0,FIFA World Cup,Washington,TRUE,No,Win
Brazil,Russia,South America,Europe,3,19,2,0,FIFA World Cup,Palo Alto,TRUE,No,Win
Netherlands,Saudi Arabia,Europe,Asia,2,34,2,1,FIFA World Cup,Washington,TRUE,No,Win
Argentina,Greece,South America,Europe,8,31,4,0,FIFA World Cup,Foxborough,TRUE,No,Win
Germany,Spain,Europe,Europe,1,5,1,1,FIFA World Cup,Chicago,TRUE,No,Draw
Nigeria,Bulgaria,Africa,Europe,11,29,3,0,FIFA World Cup,Dallas,TRUE,No,Win
Romania,Switzerland,Europe,Europe,7,12,1,4,FIFA World Cup,Pontiac,TRUE,No,Lose
USA,Colombia,North America,South America,23,17,2,1,FIFA World Cup,Pasadena,FALSE,No,Win
Italy,Norway,Europe,Europe,4,6,1,0,FIFA World Cup,East Rutherford,TRUE,No,Win
Korea Republic,Bolivia,Asia,South America,37,43,0,0,FIFA World Cup,Foxborough,TRUE,No,Draw
Brazil,Cameroon,South America,Africa,3,24,3,0,FIFA World Cup,Palo Alto,TRUE,No,Win
Mexico,Republic of Ireland,North America,Europe,16,14,2,1,FIFA World Cup,Orlando,TRUE,No,Win
Sweden,Russia,Europe,Europe,10,19,3,1,FIFA World Cup,Pontiac,TRUE,No,Win
Argentina,Nigeria,South America,Africa,8,11,2,1,FIFA World Cup,Foxborough,TRUE,No,Win
Belgium,Netherlands,Europe,Europe,27,2,1,0,FIFA World Cup,Orlando,TRUE,No,Win
Saudi Arabia,Morocco,Asia,Africa,34,28,2,1,FIFA World Cup,East Rutherford,TRUE,No,Win
Bulgaria,Greece,Europe,Europe,29,31,4,0,FIFA World Cup,Chicago,TRUE,No,Win
Latvia,Georgia,Europe,Europe,85,126,1,3,Friendly,Riga,FALSE,No,Lose
Switzerland,Colombia,Europe,South America,12,17,0,2,FIFA World Cup,Palo Alto,TRUE,No,Lose
USA,Romania,North America,Europe,23,7,0,1,FIFA World Cup,Pasadena,FALSE,No,Lose
Bolivia,Spain,South America,Europe,43,5,1,3,FIFA World Cup,Chicago,TRUE,No,Lose
Germany,Korea Republic,Europe,Asia,1,37,3,2,FIFA World Cup,Dallas,TRUE,No,Win
Brazil,Sweden,South America,Europe,3,10,1,1,FIFA World Cup,Pontiac,TRUE,No,Draw
Republic of Ireland,Norway,Europe,Europe,14,6,0,0,FIFA World Cup,East Rutherford,TRUE,No,Draw
Italy,Mexico,Europe,North America,4,16,1,1,FIFA World Cup,Washington,TRUE,No,Draw
Russia,Cameroon,Europe,Africa,19,24,6,1,FIFA World Cup,Palo Alto,TRUE,No,Win
Belgium,Saudi Arabia,Europe,Asia,27,34,0,1,FIFA World Cup,Washington,TRUE,No,Lose
Morocco,Netherlands,Africa,Europe,28,2,1,2,FIFA World Cup,Orlando,TRUE,No,Lose
Argentina,Bulgaria,South America,Europe,8,29,0,2,FIFA World Cup,Dallas,TRUE,No,Lose
Greece,Nigeria,Europe,Africa,31,11,0,2,FIFA World Cup,Foxborough,TRUE,No,Lose
Botswana,Namibia,Africa,Africa,148,161,0,1,Friendly,Gaborone,FALSE,No,Lose
Germany,Belgium,Europe,Europe,1,27,3,2,FIFA World Cup,Chicago,TRUE,No,Win
Spain,Switzerland,Europe,Europe,5,12,3,0,FIFA World Cup,Washington,TRUE,No,Win
Romania,Argentina,Europe,South America,7,8,3,2,FIFA World Cup,Pasadena,TRUE,No,Win
Saudi Arabia,Sweden,Asia,Europe,34,10,1,3,FIFA World Cup,Dallas,TRUE,No,Lose
Netherlands,Republic of Ireland,Europe,Europe,2,14,2,0,FIFA World Cup,Orlando,TRUE,No,Win
USA,Brazil,North America,South America,23,3,0,1,FIFA World Cup,Palo Alto,FALSE,No,Lose
Mexico,Bulgaria,North America,Europe,16,29,1,1,FIFA World Cup,East Rutherford,TRUE,Yes,Lose
Nigeria,Italy,Africa,Europe,11,4,1,2,FIFA World Cup,Foxborough,TRUE,No,Lose
Solomon Islands,Vanuatu,Oceania,Oceania,155,168,4,0,Oceania Nations Cup qualification,Honiara,FALSE,No,Win
Solomon Islands,Fiji,Oceania,Oceania,155,97,1,0,Oceania Nations Cup qualification,Honiara,FALSE,No,Win
Japan,Ghana,Asia,Africa,52,26,3,2,Friendly,Nagoya,FALSE,No,Win
Vanuatu,Fiji,Oceania,Oceania,168,97,2,4,Oceania Nations Cup qualification,Honiara,TRUE,No,Lose
Italy,Spain,Europe,Europe,4,5,2,1,FIFA World Cup,Foxborough,TRUE,No,Win
Netherlands,Brazil,Europe,South America,2,3,2,3,FIFA World Cup,Dallas,TRUE,No,Lose
Bulgaria,Germany,Europe,Europe,29,1,2,1,FIFA World Cup,East Rutherford,TRUE,No,Win
Romania,Sweden,Europe,Europe,7,10,2,2,FIFA World Cup,Palo Alto,TRUE,Yes,Lose
Bulgaria,Italy,Europe,Europe,29,4,1,2,FIFA World Cup,East Rutherford,TRUE,No,Lose
Sweden,Brazil,Europe,South America,10,3,0,1,FIFA World Cup,Pasadena,TRUE,No,Lose
Japan,Ghana,Asia,Africa,52,26,2,1,Friendly,Kobe,FALSE,No,Win
Armenia,Malta,Europe,Europe,159,72,1,0,Friendly,Yerevan,FALSE,No,Win
Sweden,Bulgaria,Europe,Europe,10,29,4,0,FIFA World Cup,Pasadena,TRUE,No,Win
Brazil,Italy,South America,Europe,3,4,0,0,FIFA World Cup,Pasadena,TRUE,Yes,Win
Georgia,Malta,Europe,Europe,126,72,1,1,Friendly,Tbilisi,FALSE,No,Draw
Lithuania,Estonia,Europe,Europe,84,111,3,0,Baltic Cup,Vilnius,FALSE,No,Win
Estonia,Latvia,Europe,Europe,111,86,0,2,Baltic Cup,Vilnius,TRUE,No,Lose
Lithuania,Latvia,Europe,Europe,84,86,1,0,Baltic Cup,Vilnius,FALSE,No,Win
Côte d'Ivoire,Mali,Africa,Africa,24,50,2,1,Friendly,Abidjan,FALSE,No,Win
Myanmar,Thailand,Asia,Asia,119,81,2,2,Friendly,Surabaya,TRUE,No,Draw
Iceland,Estonia,Europe,Europe,42,111,4,0,Friendly,Akureyri,FALSE,No,Win
Niger,Togo,Africa,Africa,76,122,3,2,Friendly,Niamey,FALSE,No,Win
Slovakia,Malta,Europe,Europe,43,69,1,1,Friendly,Bratislava,FALSE,No,Draw
Austria,Russia,Europe,Europe,37,19,0,3,Friendly,Klagenfurt,FALSE,No,Lose
Denmark,Finland,Europe,Europe,12,45,2,1,Friendly,Copenhagen,FALSE,No,Win
France,Czech Republic,Europe,Europe,16,44,2,2,Friendly,Bordeaux,FALSE,No,Draw
Israel,Croatia,Europe,Europe,52,90,0,4,Friendly,Ramat-Gan,FALSE,No,Lose
Peru,Ecuador,South America,South America,72,46,2,0,Friendly,Lima,FALSE,No,Win
Poland,Belarus,Europe,Europe,32,142,1,1,Friendly,Radom,FALSE,No,Draw
Sweden,Lithuania,Europe,Europe,3,84,4,2,Friendly,Örebro,FALSE,No,Win
Egypt,Mali,Africa,Africa,26,50,2,1,Friendly,Cairo,FALSE,No,Win
Egypt,Mali,Africa,Africa,26,50,0,1,Friendly,Cairo,FALSE,No,Lose
Burkina Faso,Niger,Africa,Africa,100,76,0,0,Friendly,Ouagadougou,FALSE,No,Draw
Egypt,Ghana,Africa,Africa,26,28,2,0,Friendly,Cairo,FALSE,No,Win
Ghana,Zambia,Africa,Africa,28,21,1,0,Friendly,Cairo,TRUE,No,Win
Namibia,Botswana,Africa,Africa,161,148,2,3,Friendly,Windhoek,FALSE,No,Lose
Ukraine,United Arab Emirates,Europe,Asia,79,59,1,1,Friendly,Grassau,TRUE,No,Draw
Egypt,Zambia,Africa,Africa,26,21,0,4,Friendly,Cairo,FALSE,No,Lose
Iceland,United Arab Emirates,Europe,Asia,42,59,1,0,Friendly,Reykjavík,FALSE,No,Win
North Macedonia,Turkey,Europe,Europe,117,57,0,2,Friendly,Skopje,FALSE,No,Lose
Solomon Islands,Fiji,Oceania,Oceania,155,94,1,0,Friendly,Honiara,FALSE,No,Win
Tanzania,Uganda,Africa,Africa,99,104,4,0,African Cup of Nations qualification,Dar es Salaam,FALSE,No,Win
Angola,Namibia,Africa,Africa,123,161,2,0,African Cup of Nations qualification,Luanda,FALSE,No,Win
Botswana,Guinea,Africa,Africa,148,61,0,1,African Cup of Nations qualification,Gaborone,FALSE,No,Lose
Burkina Faso,Morocco,Africa,Africa,100,30,2,1,African Cup of Nations qualification,Ouagadougou,FALSE,No,Win
Congo,Gambia,Africa,Africa,110,108,1,1,African Cup of Nations qualification,Pointe-Noire,FALSE,No,Draw
Estonia,Croatia,Europe,Europe,111,90,0,2,UEFA Euro qualification,Tallinn,FALSE,No,Lose
Ethiopia,Algeria,Africa,Africa,114,48,0,0,African Cup of Nations qualification,Addis Ababa,FALSE,No,Draw
Guinea-Bissau,Tunisia,Africa,Africa,115,31,1,3,African Cup of Nations qualification,Bissau,FALSE,No,Lose
Israel,Poland,Europe,Europe,52,32,2,1,UEFA Euro qualification,Ramat-Gan,FALSE,No,Win
Liberia,Togo,Africa,Africa,136,122,1,0,African Cup of Nations qualification,Monrovia,FALSE,No,Win
Madagascar,South Africa,Africa,Africa,102,74,0,1,African Cup of Nations qualification,Antananarivo,FALSE,No,Lose
Mali,Mozambique,Africa,Africa,50,109,2,1,African Cup of Nations qualification,Bamako,FALSE,No,Win
Sudan,Egypt,Africa,Africa,132,26,0,0,African Cup of Nations qualification,Khartoum,FALSE,No,Draw
Czech Republic,Malta,Europe,Europe,44,69,6,1,UEFA Euro qualification,Ostrava,FALSE,No,Win
Liberia,Togo,Africa,Africa,136,122,1,1,Friendly,Monrovia,FALSE,No,Draw
Switzerland,United Arab Emirates,Europe,Asia,11,59,1,0,Friendly,Sion,FALSE,No,Win
Belgium,Armenia,Europe,Europe,20,159,2,0,UEFA Euro qualification,Brussels,FALSE,No,Win
Cyprus,Spain,Europe,Europe,71,6,1,2,UEFA Euro qualification,Limassol,FALSE,No,Lose
England,USA,Europe,North America,18,22,2,0,Friendly,London,FALSE,No,Win
Faroe Islands,Greece,Europe,Europe,127,34,1,5,UEFA Euro qualification,Toftir,FALSE,No,Lose
Finland,Scotland,Europe,Europe,45,33,0,2,UEFA Euro qualification,Helsinki,FALSE,No,Lose
Georgia,Moldova,Europe,Europe,124,149,0,1,UEFA Euro qualification,Tbilisi,FALSE,No,Lose
Hungary,Turkey,Europe,Europe,55,57,2,2,UEFA Euro qualification,Budapest,FALSE,No,Draw
Iceland,Sweden,Europe,Europe,42,3,0,1,UEFA Euro qualification,Reykjavík,FALSE,No,Lose
Latvia,Republic of Ireland,Europe,Europe,86,13,0,3,UEFA Euro qualification,Riga,FALSE,No,Lose
Liechtenstein,Austria,Europe,Europe,151,37,0,4,UEFA Euro qualification,Eschen,FALSE,No,Lose
Luxembourg,Netherlands,Europe,Europe,116,5,0,4,UEFA Euro qualification,Luxembourg,FALSE,No,Lose
North Macedonia,Denmark,Europe,Europe,117,12,1,1,UEFA Euro qualification,Skopje,FALSE,No,Draw
Northern Ireland,Portugal,Europe,Europe,39,25,1,2,UEFA Euro qualification,Belfast,FALSE,No,Lose
Norway,Belarus,Europe,Europe,8,142,1,0,UEFA Euro qualification,Oslo,FALSE,No,Win
Romania,Azerbaijan,Europe,Europe,7,170,3,0,UEFA Euro qualification,Bucharest,FALSE,No,Win
Russia,Germany,Europe,Europe,19,4,0,1,Friendly,Moscow,FALSE,No,Lose
Slovakia,France,Europe,Europe,43,16,0,0,UEFA Euro qualification,Bratislava,FALSE,No,Draw
Slovenia,Italy,Europe,Europe,75,2,1,1,UEFA Euro qualification,Maribor,FALSE,No,Draw
Ukraine,Lithuania,Europe,Europe,79,84,0,2,UEFA Euro qualification,Kyiv,FALSE,No,Lose
Wales,Albania,Europe,Europe,35,101,2,0,UEFA Euro qualification,Cardiff,FALSE,No,Win
Qatar,Oman,Asia,Asia,67,77,0,2,Friendly,Doha,FALSE,No,Lose
Korea Republic,Ukraine,Asia,Europe,36,79,1,0,Friendly,Gangneung,FALSE,No,Win
Bangladesh,India,Asia,Asia,126,105,2,4,Friendly,Doha,TRUE,No,Lose
Korea Republic,Ukraine,Asia,Europe,38,79,2,0,Friendly,Seoul,FALSE,No,Win
India,Yemen,Asia,Asia,113,109,0,1,Friendly,Doha,TRUE,No,Lose
Oman,Sudan,Asia,Africa,80,125,1,1,Friendly,Doha,TRUE,No,Draw
India,Oman,Asia,Asia,113,80,1,4,Friendly,Doha,TRUE,No,Lose
Qatar,Yemen,Asia,Asia,71,109,2,0,Friendly,Doha,FALSE,No,Win
India,Yemen,Asia,Asia,113,109,0,2,Friendly,Doha,TRUE,No,Lose
Korea Republic,United Arab Emirates,Asia,Asia,38,59,0,0,Friendly,Seoul,FALSE,No,Draw
Chile,Bolivia,South America,South America,43,44,1,2,Friendly,Santiago,FALSE,No,Lose
Ecuador,Peru,South America,South America,53,65,0,0,Friendly,Machala,FALSE,No,Draw
Malaysia,Kuwait,Asia,Asia,94,78,0,2,Friendly,Kuala Lumpur,FALSE,No,Lose
Australia,Kuwait,Oceania,Asia,52,78,0,0,Friendly,Kuala Lumpur,TRUE,No,Draw
Zambia,Ghana,Africa,Africa,21,26,3,0,Friendly,Lusaka,FALSE,No,Win
Japan,Australia,Asia,Oceania,41,52,0,0,Friendly,Tokyo,FALSE,No,Draw
Armenia,Cyprus,Europe,Europe,142,72,0,0,UEFA Euro qualification,Yerevan,FALSE,No,Draw
Estonia,Italy,Europe,Europe,116,2,0,2,UEFA Euro qualification,Tallinn,FALSE,No,Lose
France,Romania,Europe,Europe,20,7,0,0,UEFA Euro qualification,Saint-Étienne,FALSE,No,Draw
Croatia,Lithuania,Europe,Europe,73,58,2,0,UEFA Euro qualification,Zagreb,FALSE,No,Win
Latvia,Portugal,Europe,Europe,70,24,1,3,UEFA Euro qualification,Riga,FALSE,No,Lose
Senegal,Niger,Africa,Africa,55,74,3,1,Friendly,Dakar,FALSE,No,Win
Zambia,Malawi,Africa,Africa,21,84,2,1,Friendly,Lusaka,FALSE,No,Win
Austria,Northern Ireland,Europe,Europe,40,45,1,2,UEFA Euro qualification,Vienna,FALSE,No,Lose
Belarus,Luxembourg,Europe,Europe,130,120,2,0,UEFA Euro qualification,Minsk,FALSE,No,Win
Bulgaria,Georgia,Europe,Europe,14,100,2,0,UEFA Euro qualification,Sofia,FALSE,No,Win
Denmark,Belgium,Europe,Europe,13,19,3,1,UEFA Euro qualification,Copenhagen,FALSE,No,Win
England,Romania,Europe,Europe,18,7,1,1,Friendly,London,FALSE,No,Draw
Greece,Finland,Europe,Europe,32,47,4,0,UEFA Euro qualification,Salonica,FALSE,No,Win
Hungary,Germany,Europe,Europe,54,4,0,0,Friendly,Budapest,FALSE,No,Draw
Republic of Ireland,Liechtenstein,Europe,Europe,12,154,4,0,UEFA Euro qualification,Dublin,FALSE,No,Win
Israel,Slovakia,Europe,Europe,48,42,2,2,UEFA Euro qualification,Ramat-Gan,FALSE,No,Draw
North Macedonia,Spain,Europe,Europe,105,6,0,2,UEFA Euro qualification,Skopje,FALSE,No,Lose
Malta,Czech Republic,Europe,Europe,66,35,0,0,UEFA Euro qualification,Attard,FALSE,No,Draw
Moldova,Wales,Europe,Europe,135,34,3,2,UEFA Euro qualification,Chișinău,FALSE,No,Win
Norway,Netherlands,Europe,Europe,8,5,1,1,UEFA Euro qualification,Oslo,FALSE,No,Draw
